City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
267,ulanhot,46.0833,122.0833,17.51,97,100,9.0,CN,1690069142
268,antsohihy,-14.8796,47.9875,21.41,61,2,3.63,MG,1690069143
269,mgandu,-5.95,34.1333,14.82,66,4,2.92,TZ,1690069143
270,atafu village,-8.5421,-172.5159,28.47,71,6,3.55,TK,1690069144
271,yangjiang,21.85,111.9667,27.05,83,11,1.14,CN,1690069132
272,kumylzhenskaya,49.8809,42.5898,17.77,56,100,1.4,RU,1690069145
273,katsuura,35.1333,140.3,25.34,73,56,3.17,JP,1690069146
274,seaside,36.6111,-121.8516,22.82,84,0,4.12,US,1690069146
275,las tablas,7.7667,-80.2833,22.94,91,94,4.01,PA,1690069146
276,pangody,65.85,74.4859,18.27,85,87,3.52,RU,1690069147
277,kyenjojo,0.6328,30.6214,17.64,60,94,1.43,UG,1690069148
278,bubaque,11.2833,-15.8333,27.17,81,38,6.64,GW,1690069148
279,beshariq,40.4358,70.6103,27.87,25,3,2.31,UZ,1690069149
280,camana,-16.6228,-72.7111,17.11,85,70,3.55,PE,1690069149
281,nelson,-41.2833,173.2833,10.16,79,100,2.12,NZ,1690069105
282,axim,4.8699,-2.2405,24.39,88,100,4.51,GH,1690069150
283,teknaf,20.8624,92.3058,26.8,91,94,3.52,BD,1690069151
284,bamboo flat,11.7,92.7167,24.05,88,100,6.17,IN,1690069151
285,morden,49.1919,-98.1014,26.92,44,25,2.06,CA,1690069019
286,vernon,50.2581,-119.2691,36.07,17,29,1.54,CA,1690068978
287,batie,9.8833,-2.9167,23.13,93,98,1.2,BF,1690069153
288,cimitarra,6.3142,-73.9497,27.14,78,84,1.26,CO,1690069154
289,wum,6.3833,10.0667,18.18,99,98,0.39,CM,1690069156
290,kingston,17.997,-76.7936,30.69,75,20,9.77,JM,1690069157
291,yeppoon,-23.1333,150.7333,17.88,61,0,4.29,AU,1690069157
292,kerikeri,-35.2268,173.9474,13.84,80,21,1.79,NZ,1690069158
293,silver city,32.7701,-108.2803,32.98,35,0,4.02,US,1690069159
294,watampone,-4.5386,120.3279,25.51,84,81,3.46,ID,1690069159
295,filey,54.21,-0.2892,15.99,93,100,0.45,GB,1690069160
296,machico,32.7,-16.7667,23.89,80,40,4.63,PT,1690069161
297,hastings,50.8552,0.5729,16.86,49,100,12.13,GB,1690069161
298,tazacorte,28.629,-17.9293,23.54,82,100,8.75,ES,1690069162
299,strezhevoy,60.7333,77.5889,17.29,78,99,2.17,RU,1690069162
300,alofi,-19.0595,-169.9187,26.94,74,25,4.12,NU,1690069163
301,sorong,-0.8833,131.25,26.84,83,93,5.82,ID,1690069164
302,nellore,14.4333,79.9667,27.19,73,100,6.29,IN,1690069084
303,constitucion,-35.3333,-72.4167,10.34,86,36,1.59,CL,1690068957
304,san juan,-31.5375,-68.5364,12.5,42,70,5.49,AR,1690068968
305,fale old settlement,-9.3852,-171.2468,28.5,74,11,3.25,TK,1690069166
306,celendin,-6.8703,-78.1517,18.29,62,6,2.43,PE,1690069166
307,la peca,-5.6111,-78.435,20.92,77,53,1.56,PE,1690069167
308,obo,5.3998,26.4869,18.47,95,90,0.64,CF,1690069168
309,virginia beach,36.8529,-75.978,27.79,75,0,3.09,US,1690068989
310,birao,10.2849,22.7882,21.62,90,100,0.55,CF,1690069169
311,ortaca,36.8294,28.7708,30.89,23,0,5.14,TR,1690069169
312,broome,42.2506,-75.833,22.58,72,79,0.98,US,1690069170
313,port saint john's,-31.6229,29.5448,17.49,50,41,2.86,ZA,1690069171
314,nieuw amsterdam,5.8833,-55.0833,27.23,84,28,3.5,SR,1690069171
315,ixtapa,20.7,-105.2,31.57,74,75,4.63,MX,1690069036
316,prachuap khiri khan,12.2167,99.75,23.07,91,100,5.42,TH,1690069172
317,mujiayingzi,42.1167,118.7833,19.96,80,100,2.11,CN,1690069173
318,mayahi,13.9553,7.6712,32.53,38,4,3.05,NE,1690069174
319,kadom,54.5592,42.4675,15.77,75,100,2.13,RU,1690069174
320,ponchatoula,30.4388,-90.4415,29.97,88,100,3.09,US,1690069175
321,belmonte,-15.8631,-38.8828,21.56,88,8,1.18,BR,1690069175
322,amga,60.8953,131.9608,22.25,53,60,3.19,RU,1690069176
323,kununurra,-15.7667,128.7333,19.99,34,48,6.69,AU,1690069176
324,la libertad,-2.2333,-80.9,26.81,74,0,5.14,EC,1690068990
325,nebbi,2.4783,31.0889,20.3,60,94,1.78,UG,1690069178
326,mirny,62.5353,113.9611,21.8,53,23,0.89,RU,1690069178
327,pradopolis,-21.3594,-48.0656,21.1,53,0,1.82,BR,1690069179
328,zielona gora,51.9355,15.5064,16.76,64,61,3.01,PL,1690069179
329,mulchen,-37.7167,-72.2333,9.92,95,50,2.36,CL,1690069180
330,sakleshpur,12.9667,75.7833,19.33,97,100,4.73,IN,1690069180
331,bratsk,56.1325,101.6142,19.08,65,16,1.54,RU,1690069181
332,amherst,41.3978,-82.2224,26.14,56,0,2.06,US,1690069063
333,chivilcoy,-34.8957,-60.0167,13.13,62,100,8.14,AR,1690069182
334,st. john's,47.5649,-52.7093,20.66,94,75,5.14,CA,1690069146
335,amasra,41.7463,32.3863,23.76,57,0,3.23,TR,1690069183
336,voznesenskoye,54.89,42.7569,14.76,79,100,2.0,RU,1690069184
337,porto novo,6.4965,2.6036,24.9,90,92,3.0,BJ,1690069185
338,nanakuli,21.3906,-158.1547,30.97,60,75,7.2,US,1690069185
339,kuqa,41.7278,82.9364,27.72,32,97,6.57,CN,1690069186
340,island harbour,50.724,-1.2758,16.75,95,100,4.92,GB,1690069186
341,wanda,-25.9693,-54.5697,24.23,57,14,3.14,AR,1690069187
342,keflavik,64.0049,-22.5624,12.24,82,100,2.06,IS,1690069187
343,forster,-32.1667,152.5167,14.05,65,98,3.17,AU,1690069188
344,horta,38.5333,-28.6333,20.01,84,36,1.79,PT,1690069188
345,al jawf,29.5,38.75,28.02,19,13,3.8,SA,1690069190
346,pisco,-13.7,-76.2167,20.03,73,0,7.72,PE,1690069190
347,papao,-17.75,-149.55,27.82,67,53,4.46,PF,1690069191
348,lloydminster,53.2835,-110.0016,26.12,53,20,3.09,CA,1690069123
349,kapa'a,22.0752,-159.319,29.18,79,40,6.17,US,1690069192
350,copala,16.65,-98.9833,29.74,68,48,2.25,MX,1690069192
351,lubao,14.9167,120.55,26.04,83,97,1.26,PH,1690069193
352,bandraboua,-12.7044,45.1223,24.82,74,2,8.04,YT,1690069193
353,tabas,33.5959,56.9244,34.12,13,1,6.17,IR,1690069194
354,ghanzi,-21.5667,21.7833,14.47,48,0,4.12,BW,1690069195
355,caluula,11.9661,50.7569,31.23,63,63,1.87,SO,1690069195
356,hengchun,22.0042,120.7439,29.12,76,59,5.03,TW,1690069196
357,muynoq,43.7683,59.0214,28.64,27,0,3.03,UZ,1690069198
358,livingston,55.9029,-3.5226,14.33,94,75,5.14,GB,1690069198
359,tibati,6.4667,12.6333,19.23,97,56,0.64,CM,1690069199
360,simanggang,1.2472,111.4528,23.99,100,85,0.0,MY,1690069200
361,itaituba,-4.2761,-55.9836,25.12,45,63,0.56,BR,1690069201
362,paciran,-6.8767,112.3761,24.14,79,61,4.31,ID,1690069201
363,tauranga,-37.6861,176.1667,13.25,70,70,0.89,NZ,1690069078
364,xining,36.6167,101.7667,15.33,71,85,1.33,CN,1690069204
365,aldinga beach,-35.2793,138.4604,11.48,73,61,4.73,AU,1690069204
366,palangkaraya,-2.2,113.8333,24.82,81,28,1.62,ID,1690068991
367,manicore,-5.8092,-61.3003,25.44,47,41,1.34,BR,1690069206
368,poyarkovo,49.6,128.6833,19.42,74,100,3.19,RU,1690069207
369,cabedelo,-6.9811,-34.8339,23.37,81,37,7.31,BR,1690069207
370,sirohi,24.8833,72.8667,28.58,76,99,0.36,IN,1690069208
371,hasaki,35.7333,140.8333,27.38,74,46,2.63,JP,1690069209
372,atyrau,47.1167,51.8833,24.01,50,0,5.0,KZ,1690069012
373,winschoten,53.1442,7.0347,15.0,95,100,6.07,NL,1690069210
374,sharypovo,55.5403,89.2008,16.2,91,100,1.94,RU,1690069211
375,el calafate,-50.3408,-72.2768,-5.01,79,14,1.42,AR,1690069212
376,lawas,13.764,121.0566,28.09,79,95,2.93,PH,1690069212
377,gao,16.6362,1.637,33.73,33,6,5.05,ML,1690069213
378,wuyishan,28.0047,117.8114,27.58,91,100,1.05,CN,1690069213
379,la passe,45.5549,-0.8967,19.99,91,66,3.4,FR,1690069214
380,newman,37.3138,-121.0208,39.13,6,47,1.01,US,1690069191
381,qaqortoq,60.7167,-46.0333,12.04,71,100,2.27,GL,1690069216
382,constantia,44.1833,28.65,24.38,67,0,4.49,RO,1690069120
383,nar'yan-mar,67.6713,53.087,9.99,97,100,4.47,RU,1690069217
384,lazaro cardenas,17.9583,-102.2,30.4,69,88,3.41,MX,1690069217
385,ketchikan,55.3422,-131.6461,16.99,88,100,3.09,US,1690069218
386,oum hadjer,13.2954,19.6966,24.81,76,100,9.44,TD,1690069219
387,nikolayevsk-on-amure,53.1406,140.73,26.58,39,39,3.64,RU,1690069220
388,tekirdag,40.978,27.5085,25.64,64,1,0.87,TR,1690069220
389,miles city,46.4083,-105.8406,36.54,16,0,2.06,US,1690069221
390,velikiy novgorod,58.5167,31.2833,14.09,76,36,3.74,RU,1690069222
391,velizh,55.6056,31.1967,12.57,99,98,1.96,RU,1690069222
392,palapye,-22.546,27.1251,10.59,91,0,1.86,BW,1690069223
393,korla,41.7597,86.1469,28.69,34,86,2.09,CN,1690069224
394,yatagan,37.3403,28.1428,28.14,36,0,2.15,TR,1690069224
395,torit,4.4133,32.5678,20.35,89,88,1.54,SS,1690069225
396,mangrol,21.1167,70.1167,25.94,94,100,4.15,IN,1690069225
397,batesville,35.7698,-91.641,30.23,52,0,1.54,US,1690069123
398,arias,-33.6441,-62.4027,13.32,47,62,6.47,AR,1690069227
399,azle,32.8951,-97.5459,35.89,41,0,6.17,US,1690069228
400,gizo,-8.103,156.8419,26.51,75,100,8.0,SB,1690069228
401,san mariano,7.5,126.0,26.62,77,100,1.39,PH,1690069229
402,bac giang,21.2667,106.2,28.04,84,70,2.3,VN,1690069230
403,bethanie,-26.4833,17.15,12.63,14,89,2.94,NA,1690069230
404,bairnsdale,-37.8333,147.6167,10.03,86,29,1.51,AU,1690069231
405,baidoa,3.1138,43.6498,20.87,90,97,5.94,SO,1690069232
406,shiqian,27.5225,108.2281,25.7,85,9,0.58,CN,1690069232
407,rehoboth,-23.3167,17.0833,13.43,23,3,1.87,NA,1690069233
408,pimentel,-6.8367,-79.9342,23.16,73,20,7.72,PE,1690069234
409,santa ana,33.7456,-117.8678,40.48,55,75,4.12,US,1690069085
410,melekeok village,7.4957,134.6367,25.31,94,100,5.14,PW,1690069235
411,yarmouth,41.7057,-70.2286,24.98,86,75,2.57,US,1690069236
412,sao vicente,-23.9631,-46.3919,21.26,26,10,0.54,BR,1690069236
413,ban na san,8.8004,99.3637,26.13,92,100,1.35,TH,1690069237
414,hammerfest,70.6634,23.6821,9.25,81,60,4.63,NO,1690069238
415,saint-pierre,-21.3393,55.4781,18.82,82,0,2.06,RE,1690069238
416,carbondale,37.7273,-89.2168,28.92,54,0,4.63,US,1690069239
417,thinadhoo,0.5333,72.9333,27.91,75,55,1.47,MV,1690069223
418,mahibadhoo,3.7833,72.9667,27.99,76,95,2.9,MV,1690069240
419,aldan,58.6031,125.3894,17.15,83,84,0.77,RU,1690069240
420,ceelbuur,4.685,46.6176,23.86,76,46,8.04,SO,1690069241
421,shimoda,34.6667,138.95,27.84,70,25,1.6,JP,1690069241
422,acajutla,13.5928,-89.8275,29.27,75,100,1.82,SV,1690069242
423,new norfolk,-42.7826,147.0587,10.4,78,44,1.85,AU,1690069243
424,cova figueira,14.8905,-24.2934,23.19,75,17,7.92,CV,1690069244
425,oleszyce,50.1675,23.0348,14.32,72,68,2.33,PL,1690069244
426,san luis de la loma,17.2706,-100.8939,30.22,71,100,2.24,MX,1690069245
427,aliwal north,-30.6937,26.7114,8.48,77,69,4.72,ZA,1690069245
428,coahuayana de hidalgo,18.7,-103.6583,30.05,72,87,2.75,MX,1690069246
429,nanzhang chengguanzhen,31.7839,111.8275,28.52,75,0,0.27,CN,1690069247
430,tabriz,38.08,46.2919,23.7,41,0,4.12,IR,1690069173
431,zubova polyana,54.0771,42.8372,15.91,75,100,2.08,RU,1690069248
432,zaragoza,41.6561,-0.8773,25.25,64,0,3.09,ES,1690069249
433,griffith,41.5284,-87.4237,27.19,60,40,3.6,US,1690068974
434,panama city beach,30.1766,-85.8055,29.01,82,0,0.0,US,1690069251
435,tzucacab,20.0667,-89.05,27.85,76,100,1.62,MX,1690069251
436,lepsy,46.235,78.9456,22.73,35,44,6.99,KZ,1690069252
437,kone,-21.0595,164.8658,22.52,44,77,4.55,NC,1690069253
438,mejit,10.2753,170.8646,28.23,71,41,8.0,MH,1690069253
439,yuza,39.0,139.9167,27.03,77,80,1.28,JP,1690069254
440,caleta de carquin,-11.0925,-77.6267,19.43,82,34,4.76,PE,1690069254
441,berrotaran,-32.451,-64.3887,10.23,55,15,7.46,AR,1690069255
442,fallon,39.4735,-118.7774,41.62,20,75,2.57,US,1690069256
443,lagunillas,10.1301,-71.2595,31.12,65,100,2.66,VE,1690069256
444,fort meade,39.1082,-76.7432,28.25,60,0,1.54,US,1690069257
445,jasper,37.2001,-94.3502,31.17,43,20,0.0,US,1690069258
446,bel ombre,-4.6167,55.4167,25.91,78,40,4.12,SC,1690069258
447,genhe,50.7833,121.5167,14.65,93,100,2.56,CN,1690069259
448,kuching,1.55,110.3333,28.9,82,40,0.0,MY,1690068960
449,kilindoni,-7.9139,39.6668,25.12,78,23,6.24,TZ,1690069260
450,anar darah,32.7587,61.654,28.25,17,76,5.31,AF,1690069261
451,mossel bay,-34.1831,22.146,6.96,83,40,1.89,ZA,1690069261
452,fort st. john,56.2499,-120.8529,24.94,36,75,2.06,CA,1690069069
453,severo-yeniseyskiy,60.3725,93.0408,20.36,61,64,1.09,RU,1690069263
454,puerto el triunfo,13.2833,-88.55,33.48,72,98,1.89,SV,1690069263
455,ta`u,-14.2336,-169.5144,27.32,78,100,3.46,AS,1690069264
456,dhidhdhoo,6.8833,73.1,28.11,78,78,6.68,MV,1690069265
457,gharo,24.7424,67.5856,30.12,71,89,4.3,PK,1690069265
458,narasimharajapura,13.6167,75.5167,21.33,95,100,4.88,IN,1690069266
459,puerto baquerizo moreno,-0.9,-89.6,24.41,76,20,6.55,EC,1690069266
460,cockburn town,21.4612,-71.1419,27.57,84,85,5.76,TC,1690069267
461,taco pozo,-25.6167,-63.2833,26.94,38,73,2.18,AR,1690069267
462,beatrice,40.2681,-96.747,31.05,42,0,1.54,US,1690069268
463,mysore,12.3072,76.6497,20.72,92,100,5.07,IN,1690069269
464,loikaw,19.6742,97.2094,21.58,95,98,0.33,MM,1690069269
465,aoulef,26.9667,1.0833,38.73,11,15,4.17,DZ,1690069270
466,banda aceh,5.5577,95.3222,26.74,70,82,5.58,ID,1690069271
467,posto fiscal rolim de moura,-13.0833,-62.2667,23.46,39,0,1.31,BR,1690069271
468,puerto santa,-8.9906,-78.6456,20.27,81,43,5.1,PE,1690069272
469,huancabamba,-5.2386,-79.4506,13.51,90,6,2.97,PE,1690069273
470,sola,-13.8833,167.55,24.52,88,98,9.75,VU,1690069273
471,itoman,26.1247,127.6694,30.01,86,75,2.57,JP,1690069274
472,karratha,-20.7377,116.8463,19.01,43,2,13.57,AU,1690069274
473,tsiombe,-25.3,45.4833,17.96,84,33,2.28,MG,1690069275
474,kenai,60.5544,-151.2583,20.05,66,0,4.12,US,1690069276
475,muang phonsavan,19.45,103.2167,20.27,95,73,0.46,LA,1690069276
476,ermelo,-26.5333,29.9833,6.73,76,34,3.53,ZA,1690069277
477,luderitz,-26.6481,15.1594,11.76,80,68,6.37,NA,1690069277
478,grand baie,-20.0182,57.5802,21.26,76,79,7.77,MU,1690069278
479,hailar,49.2,119.7,16.76,97,100,1.75,CN,1690069279
480,kedrovyy,56.1667,91.8167,18.26,97,61,3.14,RU,1690069280
481,saint john's,47.5649,-52.7093,20.66,94,75,5.14,CA,1690069004
482,lesnikovo,55.2822,65.3175,15.23,95,100,3.76,RU,1690069281
483,la quiaca,-22.1024,-65.593,11.7,13,0,2.0,AR,1690069281
484,almazan,41.4865,-2.5309,17.51,36,0,1.35,ES,1690069282
485,bulungu,-4.55,18.6,24.38,50,15,1.19,CD,1690069282
486,miracema do tocantins,-9.5618,-48.3967,24.14,37,0,1.34,BR,1690069283
487,kayangel,8.0823,134.7173,27.78,82,100,5.12,PW,1690069284
488,pipar,26.3856,73.5378,30.5,65,94,3.84,IN,1690069284
489,akhisar,38.9185,27.8401,27.04,38,0,1.17,TR,1690069285
490,siwa oasis,29.2041,25.5195,31.48,37,0,5.08,EG,1690069286
491,ballina,-28.8667,153.5667,16.55,60,24,4.3,AU,1690069286
492,qandala,11.472,49.8728,31.81,51,47,5.49,SO,1690069287
493,eenhana,-17.4667,16.3333,15.82,46,0,1.63,NA,1690069288
494,chonchi,-42.6128,-73.8092,3.95,92,65,0.37,CL,1690069288
495,port-vila,-17.7338,168.3219,23.78,64,75,2.57,VU,1690069289
496,saint-joseph,-21.3667,55.6167,18.21,81,36,6.4,RE,1690069289
497,moundou,8.5667,16.0833,24.23,81,97,2.08,TD,1690069290
498,heathrow,28.7633,-81.3722,34.06,69,0,8.23,US,1690069290
499,chabahar,25.2919,60.643,28.44,83,100,2.2,IR,1690069291
500,kiruna,67.8557,20.2251,7.51,100,100,2.06,SE,1690069292
501,qianjiang,30.4151,112.8859,27.09,88,4,2.87,CN,1690069292
502,irymple,-34.25,142.1667,9.49,90,92,0.45,AU,1690069293
503,popasna,48.6333,38.378,19.35,58,98,3.02,UA,1690069294
504,poshekhon'ye,58.4993,39.1353,12.97,87,10,3.1,RU,1690069294
505,i-n-salah,27.1935,2.4607,36.82,10,0,2.62,DZ,1690069295
506,zvezdnyy,57.7325,56.3147,12.33,97,19,2.21,RU,1690069296
507,sena madureira,-9.0656,-68.6569,24.95,51,0,0.5,BR,1690069296
508,meizhou,24.2977,116.1072,27.74,84,100,0.8,CN,1690069297
509,san antonio de pale,-1.4014,5.6325,22.91,81,67,5.91,GQ,1690069297
510,sandakan,5.8402,118.1179,25.82,94,20,2.24,MY,1690069298
511,port-gentil,-0.7193,8.7815,23.16,81,54,7.95,GA,1690069298
512,padang,-0.9492,100.3543,24.43,92,98,1.12,ID,1690069299
513,labrador city,52.9463,-66.9114,17.95,94,75,2.06,CA,1690069300
514,tank,32.2217,70.3793,27.4,83,89,1.39,PK,1690069300
515,pitkyaranta,61.5734,31.4792,12.29,90,99,1.77,RU,1690069301
516,saint-philippe,-21.3585,55.7679,18.77,93,80,3.28,RE,1690069301
517,kabansk,52.0486,106.6528,19.74,72,79,1.46,RU,1690069303
518,usinsk,65.9939,57.5281,14.41,95,100,3.04,RU,1690069303
519,port alfred,-33.5906,26.891,11.87,89,1,2.8,ZA,1690069304
520,yenotayevka,47.2456,47.0281,23.74,46,17,4.24,RU,1690069305
521,the pas,53.8251,-101.2541,23.01,49,40,3.6,CA,1690069305
522,wamba,8.9333,8.6,22.14,96,24,0.21,NG,1690069306
523,kalinovskaya,43.5758,45.5192,24.6,70,13,1.72,RU,1690069306
524,ulsteinvik,62.3432,5.8487,13.51,85,56,3.13,NO,1690069307
525,peniche,39.3558,-9.3811,19.05,83,0,9.15,PT,1690069307
526,bardsir,29.9227,56.5743,23.27,17,79,1.55,IR,1690069308
527,gemena,3.25,19.7667,21.37,97,72,0.84,CD,1690069309
528,usogorsk,63.4106,48.6872,11.13,99,30,1.82,RU,1690069309
529,ancud,-41.8697,-73.8203,5.38,72,49,1.4,CL,1690069310
530,gaalkacyo,6.7697,47.4308,24.62,68,56,9.65,SO,1690069310
531,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.0,GF,1690069311
532,kasempa,-13.4584,25.8338,15.85,55,3,4.0,ZM,1690069311
533,omutinskiy,56.4745,67.6709,15.38,90,51,4.7,RU,1690069312
534,springbok,-29.6643,17.8865,4.93,47,100,1.28,ZA,1690069313
535,arkadak,51.9326,43.4978,16.97,74,100,3.24,RU,1690069313
